section_index,rule_id,alt_idx,source,ok,timestamp
6.1.1.7,Yemsa-x2_2,,index_diachronica_original.html:1109,1,2026-09-19T13:43:55Z
6.1.1.8,Zayse-Zergulla-x1,,index_diachronica_original.html:1129,1,2026-09-19T13:43:55Z
6.1.1.8,Zayse-Zergulla-x2,,index_diachronica_original.html:1130,1,2026-09-19T13:43:55Z
6.1.1.8,Zayse-Zergulla-x2_2,,index_diachronica_original.html:1131,1,2026-09-19T13:43:55Z
6.1.1.8,Zayse-Zergulla-x2_3,,index_diachronica_original.html:1132,1,2026-09-19T13:43:55Z
6.1.1.8,Zayse-Zergulla-x3,,index_diachronica_original.html:1133,1,2026-09-19T13:43:55Z
10.3.5.1,Caaàc-VnV,,index_diachronica_original.html:3209,0,2026-09-19T13:45:24Z
10.3.5.3,Nemi-Pije-Fwai-ONV,,index_diachronica_original.html:3236,0,2026-09-19T13:45:24Z
10.3.5.4.1,Nixumwak-Nêlêmwa-VnV,,index_diachronica_original.html:3262,0,2026-09-19T13:45:24Z
10.3.5.5,Nyelâyu-VnV,,index_diachronica_original.html:3291,0,2026-09-19T13:45:24Z
10.3.5.5,Nyelâyu-V_2,,index_diachronica_original.html:3292,0,2026-09-19T13:45:24Z
10.3.5.5,Nyelâyu-ⁿS_2,,index_diachronica_original.html:3293,0,2026-09-19T13:45:24Z
10.3.5.8.1,Yunaga-1-V,,index_diachronica_original.html:3345,0,2026-09-19T13:45:24Z
14.2,Achaemanid-Elamite-ŕ,,index_diachronica_original.html:4527,1,2026-09-19T13:45:24Z
14.3.1,"Colloquial-Tamil-am-an-aːm,aːn",,index_diachronica_original.html:4543,0,2026-09-19T13:45:24Z
14.3.1,"Colloquial-Tamil-om,on-em,en-oːm,oːn-eːm,eːn",,index_diachronica_original.html:4544,0,2026-09-19T13:45:24Z
14.3.1,Colloquial-Tamil-um,,index_diachronica_original.html:4545,0,2026-09-19T13:45:24Z
17.7.2.1,Anglo-Frisian-VN,,index_diachronica_original.html:5701,0,2026-09-19T13:45:24Z
17.7.2.1.1,Old-English-ɑ̃ː,,index_diachronica_original.html:5719,0,2026-09-19T13:45:24Z
17.7.2.1.11,Falkirk-Scots-V,,index_diachronica_original.html:5974,0,2026-09-19T13:45:24Z
17.7.2.1.11,Falkirk-Scots-V_2,,index_diachronica_original.html:5979,0,2026-09-19T13:45:24Z
17.7.3.1,Old-Norse-VN,,index_diachronica_original.html:6195,0,2026-09-19T13:45:24Z
17.7.3.1,Old-Norse-Ṽ,,index_diachronica_original.html:6280,0,2026-09-19T13:45:24Z
17.7.3.1,Old-Norse-Ṽ_2,,index_diachronica_original.html:6281,0,2026-09-19T13:45:24Z
17.10.1,Proto-Indo-Aryan-Vm,,index_diachronica_original.html:6867,0,2026-09-19T13:45:24Z
17.11,"Proto-Slavic-m̩,n̩",,index_diachronica_original.html:7001,0,2026-09-19T13:45:24Z
17.11,"Proto-Slavic-eː,iː-aː,oː,uː",,index_diachronica_original.html:7004,0,2026-09-19T13:45:24Z
17.11.1,"Polish-ɛ̃,ɔ̃",,index_diachronica_original.html:7040,0,2026-09-19T13:45:24Z
17.11.1,Polish-ã,,index_diachronica_original.html:7063,0,2026-09-19T13:45:24Z
17.11.1,Polish-ãː,,index_diachronica_original.html:7064,0,2026-09-19T13:45:24Z
17.11.1,Polish-r̝,,index_diachronica_original.html:7073,1,2026-09-19T13:45:24Z
17.11.1,Polish-r̝_2,,index_diachronica_original.html:7074,1,2026-09-19T13:45:24Z
17.11.1,Polish-ŕ,,index_diachronica_original.html:7075,1,2026-09-19T13:45:24Z
17.11.1,Polish-tɕts-ʑr̝,,index_diachronica_original.html:7110,1,2026-09-19T13:45:24Z
17.11.1,Polish-v-r̝,,index_diachronica_original.html:7116,1,2026-09-19T13:45:24Z
17.11.1,Polish-v-r̝_2,,index_diachronica_original.html:7117,1,2026-09-19T13:45:24Z
17.11.1,Polish-r̝_3,,index_diachronica_original.html:7127,1,2026-09-19T13:45:24Z
17.11.1,Polish-ʈʂ,,index_diachronica_original.html:7131,1,2026-09-19T13:45:24Z
17.11.1,Polish-ɕ,,index_diachronica_original.html:7132,1,2026-09-19T13:45:24Z
17.11.2,Old-Russian-ẽ-õ,,index_diachronica_original.html:7179,0,2026-09-19T13:45:24Z
17.12.1.1.3,French-ɛ̃,,index_diachronica_original.html:7576,0,2026-09-19T13:45:24Z
17.12.1.1.3,French-ỹ,,index_diachronica_original.html:7578,0,2026-09-19T13:45:24Z
17.12.1.1.5,Portuguese-ɔ̃,,index_diachronica_original.html:7653,0,2026-09-19T13:45:24Z
17.12.1.1.5,"Portuguese-ã,ãe,õe",,index_diachronica_original.html:7658,0,2026-09-19T13:45:24Z
17.13,"Proto-Tocharian-oːs,y-oːn",,index_diachronica_original.html:8271,0,2026-09-19T13:45:24Z
17.13,Proto-Tocharian-õ-oː,,index_diachronica_original.html:8273,0,2026-09-19T13:45:24Z
18.1.1,Eastern-Bakairi-VNV,,index_diachronica_original.html:8332,0,2026-09-19T13:45:24Z
18.1.2,Western-Bakairi-V-stressNV,,index_diachronica_original.html:8339,0,2026-09-19T13:45:24Z
18.2.1,Proto-Jê-Vm,,index_diachronica_original.html:8354,0,2026-09-19T13:45:24Z
18.2.2,Ofaié-Xavante-ɲV,,index_diachronica_original.html:8365,0,2026-09-19T13:45:24Z
18.3.1,"Makuráp-a/e-e/a-ı̃,ẽ",,index_diachronica_original.html:8417,0,2026-09-19T13:45:24Z
18.3.2,"Mekens-a/e,e/a-ı̃,ẽ",,index_diachronica_original.html:8439,0,2026-09-19T13:45:24Z
18.3.4,"Wayoró-a/e-e/a-ı̃,ẽ",,index_diachronica_original.html:8476,0,2026-09-19T13:45:24Z
18.4.1,Akwára-ã,,index_diachronica_original.html:8493,0,2026-09-19T13:45:24Z
18.4.1,Akwára-ã_2,,index_diachronica_original.html:8494,0,2026-09-19T13:45:24Z
18.4.1,"Akwára-ẽ,ı̃-ɨ̃-u,ũ,õ",,index_diachronica_original.html:8495,0,2026-09-19T13:45:24Z
18.4.2,"Cocama-ã-ẽ,ı̃-ɨ̃",,index_diachronica_original.html:8513,0,2026-09-19T13:45:24Z
18.4.2,Cocama-u,,index_diachronica_original.html:8514,0,2026-09-19T13:45:24Z
18.4.3,"Guajajara-ã-ẽ-ı̃-ɨ̃-õ,ũ",,index_diachronica_original.html:8529,0,2026-09-19T13:45:24Z
18.4.5,Guarayo-aN-eN-iN-ɨN-uN,,index_diachronica_original.html:8551,0,2026-09-19T13:45:24Z
18.4.5,Guarayo-õ,,index_diachronica_original.html:8552,0,2026-09-19T13:45:24Z
18.4.6,Kamayurá-ã,,index_diachronica_original.html:8562,0,2026-09-19T13:45:24Z
18.4.6,Kamayurá-u,,index_diachronica_original.html:8564,0,2026-09-19T13:45:24Z
18.4.7,Parintintín-ẽ-ı̃-ũ,,index_diachronica_original.html:8576,0,2026-09-19T13:45:24Z
18.4.8,"Sirionó-ɨ̃,õ-ũ",,index_diachronica_original.html:8597,0,2026-09-19T13:45:24Z
18.4.9.1.2,Proto-Cinta-Larga-Suruí-Zoró-V,,index_diachronica_original.html:8618,0,2026-09-19T13:45:24Z
18.4.10,Urubu-aN-iN-uN,,index_diachronica_original.html:8659,0,2026-09-19T13:45:24Z
18.4.10,Urubu-ɨ̃-ẽ-õ,,index_diachronica_original.html:8660,0,2026-09-19T13:45:24Z
30.1,Proto-Bantu-u-ũ,,index_diachronica_original.html:10445,0,2026-09-19T13:45:24Z
30.1,Proto-Bantu-ʋ̃-ɪ̃,,index_diachronica_original.html:10446,0,2026-09-19T13:45:24Z
30.2.1,Proto-Akanic-h,,index_diachronica_original.html:10569,0,2026-09-19T13:45:24Z
30.2.1.1,Akan-ı̃,,index_diachronica_original.html:10589,0,2026-09-19T13:45:24Z
30.3.1.1.1,Ajá-ɛ-ɛ̃,,index_diachronica_original.html:10603,0,2026-09-19T13:45:24Z
30.3.1.1.1,"Ajá-jã,ẽ",0,index_diachronica_original.html:10606,0,2026-09-19T13:45:24Z
30.3.1.1.1,"Ajá-jã,ẽ",1,index_diachronica_original.html:10606,0,2026-09-19T13:45:24Z
30.3.1.1.3,"Proto-Fon-oi-ɔi-ɔ̃i-a,ɛi-ɛ̃,ẽi-ei",,index_diachronica_original.html:10623,0,2026-09-19T13:45:24Z
30.3.1.1.3,Proto-Fon-ãi,,index_diachronica_original.html:10624,0,2026-09-19T13:45:24Z
30.3.1.1.4,Proto-Gen-ɛ-ɛ̃,,index_diachronica_original.html:10635,0,2026-09-19T13:45:24Z
30.3.1.1.7,"Proto-Vhe-ɛ,e-~ɛ,ẽ",,index_diachronica_original.html:10655,0,2026-09-19T13:45:24Z
30.3.1.1.13,TÉ̣wun-n,,index_diachronica_original.html:10706,0,2026-09-19T13:45:24Z
32.1.1,Papabuco-Chatino-t,,index_diachronica_original.html:10781,0,2026-09-19T13:45:24Z
32.1.1,Papabuco-Chatino-ẽ,,index_diachronica_original.html:10805,0,2026-09-19T13:45:24Z
32.1.1,Papabuco-Chatino-ẽ_2,,index_diachronica_original.html:10806,0,2026-09-19T13:45:24Z
32.1.1,Papabuco-Chatino-ẽ_3,,index_diachronica_original.html:10807,0,2026-09-19T13:45:24Z
32.1.1,Papabuco-Chatino-ẽ_4,,index_diachronica_original.html:10808,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-kʲ,,index_diachronica_original.html:10838,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-kʲ_2,,index_diachronica_original.html:10839,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ts,,index_diachronica_original.html:10844,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ts_3,,index_diachronica_original.html:10846,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ʃ,,index_diachronica_original.html:10852,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-nʲ,,index_diachronica_original.html:10856,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-nʲ_2,,index_diachronica_original.html:10857,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-h,,index_diachronica_original.html:10858,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ẽ,,index_diachronica_original.html:10861,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ẽ_2,,index_diachronica_original.html:10862,0,2026-09-19T13:45:24Z
32.1.3,Yaitepec-Chatino-ẽ_3,,index_diachronica_original.html:10863,0,2026-09-19T13:45:24Z
32.2,"Tlapanec-iHn,eHn,aHn-uHn",,index_diachronica_original.html:10884,0,2026-09-19T13:45:24Z
36.3.2.2.6,Tsa-Ku-Nao-an,,index_diachronica_original.html:12215,1,2026-09-19T13:45:24Z
36.3.2.2.6,Tsa-Ku-Nao-iŋ,,index_diachronica_original.html:12219,1,2026-09-19T13:45:24Z
37.1,Proto-Iroquoian-w,,index_diachronica_original.html:12322,0,2026-09-19T13:45:24Z
37.1,Proto-Iroquoian-m,,index_diachronica_original.html:12323,0,2026-09-19T13:45:24Z
37.1,Proto-Iroquoian-ã,,index_diachronica_original.html:12327,0,2026-09-19T13:45:24Z
37.1.1,Cherokee-ẽː-õː,,index_diachronica_original.html:12369,0,2026-09-19T13:45:24Z
37.1.2.1,Cayuga-r_2,,index_diachronica_original.html:12408,0,2026-09-19T13:45:24Z
37.1.2.1,Cayuga-r_3,,index_diachronica_original.html:12409,0,2026-09-19T13:45:24Z
37.1.2.1,Cayuga-eː,,index_diachronica_original.html:12415,0,2026-09-19T13:45:24Z
37.1.2.1,Cayuga-oː,,index_diachronica_original.html:12416,0,2026-09-19T13:45:24Z
37.1.2.2.1,Wyandot-∅,,index_diachronica_original.html:12486,0,2026-09-19T13:45:24Z
37.1.2.2.1,Wyandot-∅_2,,index_diachronica_original.html:12487,0,2026-09-19T13:45:24Z
37.1.2.2.1,Wyandot-ẽː-õː-oː,,index_diachronica_original.html:12495,0,2026-09-19T13:45:24Z
37.1.2.2.1,Wyandot-ɛ̃ː,,index_diachronica_original.html:12498,0,2026-09-19T13:45:24Z
37.1.2.3,Onondaga-aː-oː-õː,,index_diachronica_original.html:12523,0,2026-09-19T13:45:24Z
37.1.2.3,Onondaga-r,,index_diachronica_original.html:12526,0,2026-09-19T13:45:24Z
37.1.2.3,Onondaga-r_2,,index_diachronica_original.html:12527,0,2026-09-19T13:45:24Z
37.1.2.3,Onondaga-õː,,index_diachronica_original.html:12532,0,2026-09-19T13:45:24Z
37.1.2.4,Proto-Mohawk-Oneida-ẽː-õː,,index_diachronica_original.html:12541,0,2026-09-19T13:45:24Z
37.1.2.4.1,Mohawk-—-wə̃,,index_diachronica_original.html:12573,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-ã,,index_diachronica_original.html:12637,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-hw,,index_diachronica_original.html:12642,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-r_3,,index_diachronica_original.html:12648,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-r_6,,index_diachronica_original.html:12651,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-aː_2,,index_diachronica_original.html:12656,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-ẽː,,index_diachronica_original.html:12657,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-aː-æː,,index_diachronica_original.html:12668,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-aː_3,,index_diachronica_original.html:12669,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-aː_4,,index_diachronica_original.html:12670,0,2026-09-19T13:45:24Z
37.1.2.5,Seneca-ẽː-õː,,index_diachronica_original.html:12671,0,2026-09-19T13:45:24Z
37.1.2.6,"Tuscarora-ẽː,õː",,index_diachronica_original.html:12689,0,2026-09-19T13:45:24Z
37.2,Proto-Siouan-ẽ-õ,,index_diachronica_original.html:12729,0,2026-09-19T13:45:24Z
37.2.3,Mandan-ã,,index_diachronica_original.html:12802,0,2026-09-19T13:45:24Z
37.2.5,Proto-Crow-Hidatsa-ã-ı̃-ũ,,index_diachronica_original.html:12881,0,2026-09-19T13:45:24Z
37.2.6.1,Kansa-ũ,,index_diachronica_original.html:12943,0,2026-09-19T13:45:24Z
37.2.6.2,Omaha-Ponca-n,,index_diachronica_original.html:12954,0,2026-09-19T13:45:24Z
37.2.6.2,Omaha-Ponca-ũ,,index_diachronica_original.html:12959,0,2026-09-19T13:45:24Z
37.2.6.3,Osage-n,,index_diachronica_original.html:12974,0,2026-09-19T13:45:24Z
37.2.6.4,Quapaw-Lʲ,,index_diachronica_original.html:12997,0,2026-09-19T13:45:24Z
37.2.6.4,Quapaw-Lʲ_2,,index_diachronica_original.html:12998,0,2026-09-19T13:45:24Z
37.2.6.4,Quapaw-ã,,index_diachronica_original.html:12999,0,2026-09-19T13:45:24Z
37.2.6.4,Quapaw-ũ,,index_diachronica_original.html:13000,0,2026-09-19T13:45:24Z
37.2.7.1,Biloxi-ã,,index_diachronica_original.html:13021,0,2026-09-19T13:45:24Z
37.2.7.2,Ofo-ã,0,index_diachronica_original.html:13039,0,2026-09-19T13:45:24Z
37.2.7.2,Ofo-ã,1,index_diachronica_original.html:13039,0,2026-09-19T13:45:24Z
44.2,Basque-Vn_2,,index_diachronica_original.html:14118,0,2026-09-19T13:45:24Z
44.2,Basque-V,,index_diachronica_original.html:14119,0,2026-09-19T13:45:24Z
44.2,Basque-Ṽ,,index_diachronica_original.html:14139,0,2026-09-19T13:45:24Z
44.2,Basque-Ṽ_2,,index_diachronica_original.html:14140,0,2026-09-19T13:45:24Z
44.2,Basque-u-ũ_2,,index_diachronica_original.html:14143,0,2026-09-19T13:45:24Z
44.2,Basque-õ,,index_diachronica_original.html:14144,0,2026-09-19T13:45:24Z
46.14,Pre-Slavic-Vowel-Changes-en-an,,index_diachronica_original.html:14435,0,2026-09-19T13:45:24Z
25.1.1,Cavineña-*ŕ,,index_diachronica_original.html:9500,1,2026-09-19T13:46:35Z
25.1.3,Reyesano-*ŕ,,index_diachronica_original.html:9523,1,2026-09-19T13:46:35Z
25.1.4,Tacana-*ŕ,,index_diachronica_original.html:9539,1,2026-09-19T13:46:35Z
10.3.5.1,Caaàc-VnV,,index_diachronica_original.html:3209,1,2026-09-19T13:48:24Z
10.3.5.3,Nemi-Pije-Fwai-ONV,,index_diachronica_original.html:3236,1,2026-09-19T13:48:24Z
10.3.5.4.1,Nixumwak-Nêlêmwa-VnV,,index_diachronica_original.html:3262,1,2026-09-19T13:48:24Z
10.3.5.5,Nyelâyu-VnV,,index_diachronica_original.html:3291,1,2026-09-19T13:48:24Z
10.3.5.5,Nyelâyu-V_2,,index_diachronica_original.html:3292,1,2026-09-19T13:48:24Z
10.3.5.5,Nyelâyu-ⁿS_2,,index_diachronica_original.html:3293,1,2026-09-19T13:48:24Z
