section_index,section_name,rule_idx,source,ok,failure_class,reason,error_token,suggested,description
6.2,Proto-Afro-Asiatic to Proto-Erythrean,0,index_diachronica_original.html:1169,True,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,0,index_diachronica_original.html:1174,True,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,1,index_diachronica_original.html:1175,True,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,2,index_diachronica_original.html:1176,True,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,1,index_diachronica_original.html:1186,True,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,3,index_diachronica_original.html:1188,True,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,4,index_diachronica_original.html:1189,True,,,,,
6.2.1.1.2,Proto-Agaw to Blin,2,index_diachronica_original.html:1197,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,1,index_diachronica_original.html:1205,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,2,index_diachronica_original.html:1206,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,3,index_diachronica_original.html:1207,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,5,index_diachronica_original.html:1209,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,6,index_diachronica_original.html:1210,True,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,7,index_diachronica_original.html:1211,True,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,0,index_diachronica_original.html:1217,True,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,3,index_diachronica_original.html:1220,True,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,5,index_diachronica_original.html:1222,True,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,7,index_diachronica_original.html:1224,True,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,0,index_diachronica_original.html:1229,True,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,1,index_diachronica_original.html:1230,True,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,2,index_diachronica_original.html:1231,True,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,3,index_diachronica_original.html:1232,True,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,4,index_diachronica_original.html:1233,True,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,0,index_diachronica_original.html:1238,True,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,1,index_diachronica_original.html:1239,True,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,2,index_diachronica_original.html:1240,True,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,3,index_diachronica_original.html:1241,True,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,0,index_diachronica_original.html:1246,True,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,1,index_diachronica_original.html:1247,True,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,3,index_diachronica_original.html:1249,True,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,5,index_diachronica_original.html:1251,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,0,index_diachronica_original.html:1256,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,1,index_diachronica_original.html:1257,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,2,index_diachronica_original.html:1258,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,3,index_diachronica_original.html:1259,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,4,index_diachronica_original.html:1260,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,5,index_diachronica_original.html:1261,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,6,index_diachronica_original.html:1262,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,7,index_diachronica_original.html:1263,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,8,index_diachronica_original.html:1264,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,9,index_diachronica_original.html:1265,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,11,index_diachronica_original.html:1267,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,12,index_diachronica_original.html:1268,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,13,index_diachronica_original.html:1269,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,14,index_diachronica_original.html:1270,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,15,index_diachronica_original.html:1271,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,16,index_diachronica_original.html:1272,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,18,index_diachronica_original.html:1274,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,19,index_diachronica_original.html:1275,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,20,index_diachronica_original.html:1276,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,21,index_diachronica_original.html:1277,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,23,index_diachronica_original.html:1279,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,24,index_diachronica_original.html:1280,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,25,index_diachronica_original.html:1281,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,26,index_diachronica_original.html:1282,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,27,index_diachronica_original.html:1283,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,29,index_diachronica_original.html:1285,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,31,index_diachronica_original.html:1287,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,32,index_diachronica_original.html:1288,True,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,33,index_diachronica_original.html:1289,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,0,index_diachronica_original.html:1294,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,1,index_diachronica_original.html:1295,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,2,index_diachronica_original.html:1296,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,3,index_diachronica_original.html:1297,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,4,index_diachronica_original.html:1298,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,5,index_diachronica_original.html:1299,True,,,,,
6.2.2.1.3,Ancient Egyptian to Coptic,7,index_diachronica_original.html:1301,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,0,index_diachronica_original.html:1306,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,1,index_diachronica_original.html:1307,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,2,index_diachronica_original.html:1308,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,3,index_diachronica_original.html:1309,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,4,index_diachronica_original.html:1310,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,5,index_diachronica_original.html:1311,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,6,index_diachronica_original.html:1312,True,,,,,
6.2.2.1.4,Proto-Boreafrasian to Proto-Semitic,7,index_diachronica_original.html:1313,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,0,index_diachronica_original.html:1318,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,1,index_diachronica_original.html:1319,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,2,index_diachronica_original.html:1320,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,4,index_diachronica_original.html:1322,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,5,index_diachronica_original.html:1323,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,6,index_diachronica_original.html:1324,True,,,,,
6.2.2.1.5,Proto-Semitic to Classical Arabic,7,index_diachronica_original.html:1325,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,0,index_diachronica_original.html:1333,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,1,index_diachronica_original.html:1334,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,2,index_diachronica_original.html:1335,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,3,index_diachronica_original.html:1336,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,4,index_diachronica_original.html:1338,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,5,index_diachronica_original.html:1339,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,6,index_diachronica_original.html:1340,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,7,index_diachronica_original.html:1341,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,9,index_diachronica_original.html:1343,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,10,index_diachronica_original.html:1344,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,12,index_diachronica_original.html:1346,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,13,index_diachronica_original.html:1347,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,15,index_diachronica_original.html:1349,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,16,index_diachronica_original.html:1350,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,17,index_diachronica_original.html:1351,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,18,index_diachronica_original.html:1352,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,19,index_diachronica_original.html:1353,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,20,index_diachronica_original.html:1354,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,21,index_diachronica_original.html:1355,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,22,index_diachronica_original.html:1356,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,25,index_diachronica_original.html:1359,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,26,index_diachronica_original.html:1360,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,27,index_diachronica_original.html:1361,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,28,index_diachronica_original.html:1362,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,29,index_diachronica_original.html:1364,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,30,index_diachronica_original.html:1365,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,31,index_diachronica_original.html:1366,True,,,,,
6.2.2.1.6,Classical Arabic to Cypriot Arabic,32,index_diachronica_original.html:1367,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,0,index_diachronica_original.html:1377,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,1,index_diachronica_original.html:1378,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,2,index_diachronica_original.html:1379,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,3,index_diachronica_original.html:1380,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,4,index_diachronica_original.html:1381,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,8,index_diachronica_original.html:1385,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,9,index_diachronica_original.html:1386,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,11,index_diachronica_original.html:1388,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,12,index_diachronica_original.html:1390,True,,,,,
6.2.2.1.7,Classical Arabic to Egyptian Arabic,18,index_diachronica_original.html:1399,True,,,,,
6.2.2.1.8,Classical Arabic to Coastal Hadhrami Arabic,0,index_diachronica_original.html:1406,True,,,,,
6.2.2.1.8,Classical Arabic to Coastal Hadhrami Arabic,1,index_diachronica_original.html:1407,True,,,,,
6.2.2.1.8,Classical Arabic to Coastal Hadhrami Arabic,2,index_diachronica_original.html:1408,True,,,,,
6.2.2.1.9,Classical Arabic to Wādı̄ Hadhrami Arabic,0,index_diachronica_original.html:1417,True,,,,,
6.2.2.1.9,Classical Arabic to Wādı̄ Hadhrami Arabic,1,index_diachronica_original.html:1418,True,,,,,
6.2.2.1.9,Classical Arabic to Wādı̄ Hadhrami Arabic,2,index_diachronica_original.html:1419,True,,,,,
6.2.2.1.9,Classical Arabic to Wādı̄ Hadhrami Arabic,5,index_diachronica_original.html:1423,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,0,index_diachronica_original.html:1429,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,1,index_diachronica_original.html:1430,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,3,index_diachronica_original.html:1432,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,4,index_diachronica_original.html:1433,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,5,index_diachronica_original.html:1434,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,6,index_diachronica_original.html:1435,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,7,index_diachronica_original.html:1436,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,8,index_diachronica_original.html:1438,True,,,,,
6.2.2.1.10,Classical Arabic to Hassāniyya Arabic,9,index_diachronica_original.html:1439,True,,,,,
6.2.2.1.11,Classical Arabic to Iraqi Arabic,0,index_diachronica_original.html:1444,True,,,,,
6.2.2.1.11,Classical Arabic to Iraqi Arabic,2,index_diachronica_original.html:1446,True,,,,,
6.2.2.1.11,Classical Arabic to Iraqi Arabic,3,index_diachronica_original.html:1447,True,,,,,
6.2.2.1.12,Classical Arabic to Eastern Libyan Arabic,0,index_diachronica_original.html:1452,True,,,,,
6.2.2.1.12,Classical Arabic to Eastern Libyan Arabic,1,index_diachronica_original.html:1453,True,,,,,
