section_index,section_name,rule_id,alt_idx,source,whole_ok,failure_class,input_ok,output_ok,env_ok,exception_ok,input_class,output_class,env_class,exception_class,input_description,output_description,env_description,exception_description,blame
6.1.1.2,North Omotic to Dizin,Dizin-x2_2,,index_diachronica_original.html:1011,True,,True,True,True,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-ʒ,0,index_diachronica_original.html:1012,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-ʒ,1,index_diachronica_original.html:1012,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-ts,,index_diachronica_original.html:1013,True,,True,True,True,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-sx,,index_diachronica_original.html:1014,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-s1,,index_diachronica_original.html:1015,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-ʔ,,index_diachronica_original.html:1016,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,"Dizin-h1,h2",,index_diachronica_original.html:1017,True,,True,True,,,,,,,,,,,none
6.1.1.2,North Omotic to Dizin,Dizin-dʼ,,index_diachronica_original.html:1018,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-b,,index_diachronica_original.html:1023,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-p,,index_diachronica_original.html:1024,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-z-zː,,index_diachronica_original.html:1025,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-s,,index_diachronica_original.html:1026,True,,True,True,,True,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-tsʼ,,index_diachronica_original.html:1027,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-x1,,index_diachronica_original.html:1028,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-x2,,index_diachronica_original.html:1029,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-x2_2,,index_diachronica_original.html:1030,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,"Kafa-s3,ʒ",,index_diachronica_original.html:1031,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,"Kafa-ts,ʒ",,index_diachronica_original.html:1032,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-s3,,index_diachronica_original.html:1033,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-s3_2,,index_diachronica_original.html:1034,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-tsʼ_2,,index_diachronica_original.html:1035,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-ɲ,,index_diachronica_original.html:1036,True,,True,True,,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-h2,,index_diachronica_original.html:1037,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-l,,index_diachronica_original.html:1038,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-l_2,,index_diachronica_original.html:1039,True,,True,True,True,,,,,,,,,,none
6.1.1.3,North Omotic to Kafa,Kafa-dʼ,,index_diachronica_original.html:1040,True,,True,True,,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-b,,index_diachronica_original.html:1045,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-p,,index_diachronica_original.html:1046,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-z,,index_diachronica_original.html:1047,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-z_2,,index_diachronica_original.html:1048,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-x1,,index_diachronica_original.html:1049,True,,True,True,,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-x2,,index_diachronica_original.html:1050,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-x2_2,,index_diachronica_original.html:1051,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-ts-tsː,,index_diachronica_original.html:1052,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-sx,,index_diachronica_original.html:1053,True,,True,True,,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-tsʼ,,index_diachronica_original.html:1054,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-tsʼ_2,,index_diachronica_original.html:1055,True,,True,True,True,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-ɲ,,index_diachronica_original.html:1056,True,,True,True,,,,,,,,,,,none
6.1.1.4,North Omotic to Maale,Maale-h2,,index_diachronica_original.html:1057,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-b,,index_diachronica_original.html:1062,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-pʼ,,index_diachronica_original.html:1063,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-pʼ_2,,index_diachronica_original.html:1064,True,,True,True,,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-z,,index_diachronica_original.html:1065,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-z_2,,index_diachronica_original.html:1066,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-zː,,index_diachronica_original.html:1067,True,,True,True,,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s,,index_diachronica_original.html:1068,True,,True,True,,True,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-tsʼ,,index_diachronica_original.html:1069,True,,True,True,,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-x1,,index_diachronica_original.html:1070,True,,True,True,,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-x2,,index_diachronica_original.html:1071,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-ʒ,,index_diachronica_original.html:1072,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,"Shekkacho-s3,ts,ʒ",,index_diachronica_original.html:1073,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-ts,,index_diachronica_original.html:1074,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s3,,index_diachronica_original.html:1075,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s3_2,,index_diachronica_original.html:1076,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2,,index_diachronica_original.html:1077,True,,True,True,,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2_2,0,index_diachronica_original.html:1078,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2_2,1,index_diachronica_original.html:1078,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h1,0,index_diachronica_original.html:1079,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h1,1,index_diachronica_original.html:1079,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h2,,index_diachronica_original.html:1080,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-l,,index_diachronica_original.html:1081,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-l_2,,index_diachronica_original.html:1082,True,,True,True,True,,,,,,,,,,none
6.1.1.5,North Omotic to Shekkacho,Shekkacho-dʼ,,index_diachronica_original.html:1083,True,,True,True,,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-b,,index_diachronica_original.html:1088,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-p,,index_diachronica_original.html:1089,True,,True,True,,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x1,,index_diachronica_original.html:1090,True,,True,True,,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x2,,index_diachronica_original.html:1091,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x2-s3,,index_diachronica_original.html:1092,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s,,index_diachronica_original.html:1093,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s1,,index_diachronica_original.html:1094,True,,True,True,,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s2,,index_diachronica_original.html:1095,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-ɲ,,index_diachronica_original.html:1096,True,,True,True,,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-l,,index_diachronica_original.html:1097,True,,True,True,True,,,,,,,,,,none
6.1.1.6,North Omotic to Wolaytta,Wolaytta-dʼ,,index_diachronica_original.html:1098,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-b,,index_diachronica_original.html:1103,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-p,,index_diachronica_original.html:1104,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-pʼ,,index_diachronica_original.html:1105,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-z,,index_diachronica_original.html:1106,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-x1,,index_diachronica_original.html:1107,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-x2,,index_diachronica_original.html:1108,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-x2_2,,index_diachronica_original.html:1109,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-kʼ,,index_diachronica_original.html:1110,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-tʃ-ʒ,,index_diachronica_original.html:1111,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-ts,,index_diachronica_original.html:1112,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-sx,,index_diachronica_original.html:1113,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-tʃʼ,,index_diachronica_original.html:1114,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-ɲ,,index_diachronica_original.html:1115,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-h1,0,index_diachronica_original.html:1116,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-h1,1,index_diachronica_original.html:1116,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-h2,,index_diachronica_original.html:1117,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-l,,index_diachronica_original.html:1118,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-dʼ,,index_diachronica_original.html:1119,True,,True,True,,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-r,0,index_diachronica_original.html:1120,True,,True,True,True,,,,,,,,,,none
6.1.1.7,North Omotic to Yemsa,Yemsa-r,1,index_diachronica_original.html:1120,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-b,,index_diachronica_original.html:1125,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-pʼ,,index_diachronica_original.html:1126,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-z,,index_diachronica_original.html:1127,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ,,index_diachronica_original.html:1128,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x1,,index_diachronica_original.html:1129,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2,,index_diachronica_original.html:1130,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2_2,,index_diachronica_original.html:1131,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2_3,,index_diachronica_original.html:1132,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x3,,index_diachronica_original.html:1133,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsː,,index_diachronica_original.html:1134,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,"Zayse-Zergulla-s1,s3",,index_diachronica_original.html:1135,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-s2,,index_diachronica_original.html:1136,True,,True,True,True,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ_2,0,index_diachronica_original.html:1137,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ_2,1,index_diachronica_original.html:1137,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-ɲ,,index_diachronica_original.html:1138,True,,True,True,,,,,,,,,,,none
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-l,,index_diachronica_original.html:1139,True,,True,True,True,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-pʼ,,index_diachronica_original.html:1147,True,,True,True,,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-z,0,index_diachronica_original.html:1148,True,,True,True,True,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-z,1,index_diachronica_original.html:1148,True,,True,True,True,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-kʼ,,index_diachronica_original.html:1150,True,,True,True,,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-tʃ,,index_diachronica_original.html:1151,True,,True,True,,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-s1-s2-s3,,index_diachronica_original.html:1152,True,,True,True,,,,,,,,,,,none
6.1.2.1,South Omotic to Aari,Aari-h1,,index_diachronica_original.html:1153,True,,True,True,,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-p,,index_diachronica_original.html:1158,True,,True,True,,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-z,0,index_diachronica_original.html:1159,True,,True,True,True,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-z,1,index_diachronica_original.html:1159,True,,True,True,True,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-kʼ,,index_diachronica_original.html:1160,True,,True,True,True,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-tʃ,,index_diachronica_original.html:1161,True,,True,True,,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-ts,,index_diachronica_original.html:1162,True,,True,True,True,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-s1,,index_diachronica_original.html:1163,True,,True,True,,,,,,,,,,,none
6.1.2.2,South Omotic to Dime,Dime-s2-s3,,index_diachronica_original.html:1164,True,,True,True,True,,,,,,,,,,none
6.2,Proto-Afro-Asiatic to Proto-Erythrean,Proto-Erythrean-tʃ-dʒ,,index_diachronica_original.html:1169,True,,True,True,,,,,,,,,,,none
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-b,,index_diachronica_original.html:1174,True,,True,True,True,,,,,,,,,,none
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-ɡ,,index_diachronica_original.html:1175,True,,True,True,True,,,,,,,,,,none
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-ɣ,,index_diachronica_original.html:1176,True,,True,True,True,,,,,,,,,,none
6.2.1.1.1,Proto-Agaw to Awngi,"Awngi-x,ɢʷ",,index_diachronica_original.html:1185,True,,True,True,True,,,,,,,,,,none
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-z-dz-ɡ,,index_diachronica_original.html:1186,True,,True,True,,,,,,,,,,,none
6.2.1.1.1,Proto-Agaw to Awngi,"Awngi-x,ɢʷ_2",,index_diachronica_original.html:1187,True,,True,True,,,,,,,,,,,none
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-kʼ-kʷʼ,,index_diachronica_original.html:1188,True,,True,True,,,,,,,,,,,none
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-ʔ,,index_diachronica_original.html:1189,True,,True,True,,,,,,,,,,,none
6.2.1.1.2,Proto-Agaw to Blin,"Blin-x,ɢʷ",,index_diachronica_original.html:1195,True,,True,True,True,,,,,,,,,,none
6.2.1.1.2,Proto-Agaw to Blin,Blin-ɢʷ,,index_diachronica_original.html:1196,True,,True,True,,True,,,,,,,,,none
6.2.1.1.2,Proto-Agaw to Blin,"Blin-ts,tʃ-z-dz",,index_diachronica_original.html:1197,True,,True,True,,,,,,,,,,,none
6.2.1.1.2,Proto-Agaw to Blin,Blin-t,,index_diachronica_original.html:1198,True,,True,True,True,True,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,"Kemantney-x,ɢʷ",,index_diachronica_original.html:1204,True,,True,True,True,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-x,,index_diachronica_original.html:1205,True,,True,True,,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-xʷ-ɢʷ,,index_diachronica_original.html:1206,True,,True,True,,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,"Kemantney-ts,tʃ-dz",,index_diachronica_original.html:1207,True,,True,True,,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-t,,index_diachronica_original.html:1208,True,,True,True,True,True,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-kʼ,,index_diachronica_original.html:1209,True,,True,True,True,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-kʷʼ,,index_diachronica_original.html:1210,True,,True,True,,,,,,,,,,,none
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-ʔ,,index_diachronica_original.html:1211,True,,True,True,,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-x,ɢ",,index_diachronica_original.html:1217,True,,True,True,,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-xʷ,ɢʷ",,index_diachronica_original.html:1218,True,,True,True,True,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-xʷ,ɢʷ_2",,index_diachronica_original.html:1219,True,,True,True,,True,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-ts-tʃ-dz,,index_diachronica_original.html:1220,True,,True,True,,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-k,1,index_diachronica_original.html:1221,True,,True,True,,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ,0,index_diachronica_original.html:1222,True,,True,True,True,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ,1,index_diachronica_original.html:1222,True,,True,True,True,,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ_2,,index_diachronica_original.html:1223,True,,True,True,,True,,,,,,,,,none
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-ʔ,,index_diachronica_original.html:1224,True,,True,True,,,,,,,,,,,none
6.2.2,Proto-Erythrean to Proto-North Erythrean,"Proto-North-Erythrean-Vj,w",,index_diachronica_original.html:1229,True,,True,True,True,,,,,,,,,,none
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-eː-oː,,index_diachronica_original.html:1230,True,,True,True,,,,,,,,,,,none
6.2.2,Proto-Erythrean to Proto-North Erythrean,"Proto-North-Erythrean-e,o-i,u",,index_diachronica_original.html:1231,True,,True,True,,,,,,,,,,,none
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-$VC$,,index_diachronica_original.html:1232,True,,True,True,,,,,,,,,,,none
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-in,,index_diachronica_original.html:1233,True,,True,True,True,,,,,,,,,,none
6.2.2.1,Proto-North Erythrean to Proto-Chadic,Proto-Chadic-aː,,index_diachronica_original.html:1238,True,,True,True,,,,,,,,,,,none
