section_index,rule_id,error_token,rule
21.2.2.3,Eritai-iC,,"iC > iC / _{C,#} (not sure how this plays in with the change mentioned earlier about extra-high vowels | ^ @ Rule 1, Line 1"
21.2.2.3,Eritai-iC,,"iC > i / _{C,#} (not sure how this plays in with the change mentioned earlier about extra-high vowels | ^ @ Rule 1, Line 1"
22.6,"Sorowahá-tʰ,ɗ",>,"{tʰ,ɗ > t | ^ @ Rule 1, Line 1"
23.1.1.1.5,Motilón-i,,"i > ∅ / a_ (usually | ^ @ Rule 1, Line 1"
24.1.1,AritinÅitiÉ£-a-longC,//,"a[-long]C > Ca / #_ ( // _a?) | ^^ @ Rule 1, Line 1"
24.1.4,Mbiywom-a-longC,//,"a[-long]C > Ca / #_ ( // _a?) | ^^ @ Rule 1, Line 1"
31.1,Bardi-V0,(,"V=0 > ∅ / {V(C)0,VC(C)0} {C(C)_#,(C)_#} | ^ @ Rule 1, Line 1"
32.1.1,Papabuco-Chatino-h,…,"h > d / _a (…lolwut) | ^ @ Rule 1, Line 1"
32.1.1,Papabuco-Chatino-h_2,…,"h > t // _a (…lolwut) | ^ @ Rule 1, Line 1"
32.1.2,Tataltepec-Chatino-t,…,"t > tʲ / _õ (…again…lolwut) | ^ @ Rule 1, Line 1"
32.1.3,Yaitepec-Chatino-k,ʷ,"k > tʃ / _V:[+front]k(ʷ) | ^ @ Rule 1, Line 1"
34.1,"Ayachuco-ɸʼ,ʰ",ʼ,"ɸ(ʼ,ʰ) > p | ^ @ Rule 1, Line 1"
34.4,"Huarás-ɸʼ,ʰ",ʼ,"ɸ(ʼ,ʰ) > p | ^ @ Rule 1, Line 1"
34.5,"Putamayo-ɸʼ,ʰ",ʼ,"ɸ(ʼ,ʰ) > p | ^ @ Rule 1, Line 1"
34.8,"Santiago-ɸʼ,ʰ",ʼ,"ɸ(ʼ,ʰ) > p | ^ @ Rule 1, Line 1"
34.9,"Tena-ɸʼ,ʰ",ʼ,"ɸ(ʼ,ʰ) > p | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-a3,ʷ,"a3 > e3 // {C[-fr,+bk,-hi,-lo]ʷ,C:[-front,+back,+hi,-lo,+round],w}_ or when _{Cu,C[-fr,+bk,-hi,-lo]ʷ,w} | ^ @ Rule 1, Line 1"
35.2.2,Vowel-Shifts_2-n̩,,"n̩ > e / n_ (this is admittedly a bit conjectural | ^ @ Rule 1, Line 1"
35.3,Vowel-Shifts_3-em-emˀ_2,(,"em emˀ > a aʔ / _ %[-stress] // {p:[+cg],p,m(ˀ)}_ | ^ @ Rule 1, Line 1"
35.3,Vowel-Shifts_3-en-enˀ,(,"en enˀ > i iʔ / {ts:[+cg],ts,s,j(ˀ)}_ in %[-stress] | ^ @ Rule 1, Line 1"
35.3,Vowel-Shifts_3-en-enˀ_2,(,"en enˀ > a ʔ / _ %[-stress] // {t:[+cg],t,lʲ,n(ˀ),l(ˀ)}_ | ^ @ Rule 1, Line 1"
36.2,Guānhuà-uj_3,∅,"uj > uɛi / {C:[+labial],C[+laryngeal],∅}_ | ^ @ Rule 1, Line 1"
36.2,Guānhuà-juŋ,∅,"juŋ > iuŋ / _{∅,x,ʋ,ʔ} | ^ @ Rule 1, Line 1"
36.2,Guānhuà-yʔ_3,∅,"yʔ > yʔ / {∅,C[+laryngeal]}, in -juət-types | ^ @ Rule 1, Line 1"
36.2,Guānhuà-yʔ_3,∅,"yʔ > yɛʔ? / {∅,C[+laryngeal]}, in -juət-types | ^ @ Rule 1, Line 1"
36.2,Guānhuà-yʔ_4,∅,"yʔ > ioʔ / {∅,C[+laryngeal]}_, in -k-types | ^ @ Rule 1, Line 1"
36.3.1.1,"Laze-r,spʰ-r,sNp,mb",ʰ,"{r,s}p(ʰ) {r,s}{Np,mb,b} > f v / _V | ^ @ Rule 1, Line 1"
37.1.2.1,Cayuga-ʔ,ʷ,"ʔ > ∅ / _nk(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.1,Cayuga-n,ʷ,"n > t / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.1,Cayuga-ns,ʷ,"ns > ts / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.2,Huron-t_2,ʷ,"t > ∅ / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.3,Onondaga-ns,ʷ,"ns > ts / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.3,Onondaga-n_2,ʷ,"n > t / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.4.1,Mohawk-∅_3,ʷ,"∅ > e / n_k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.5,Seneca-ʔ,ʷ,"ʔ > ∅ / _nk(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.5,Seneca-n_2,ʷ,"n > t / _k(ʷ) | ^ @ Rule 1, Line 1"
37.1.2.6,Tuscarora-”V_2,(,"V:[+stress] > V:[+stress, +long] / _{k,kʷ,(ˀ)t}{s,[+son,-syll],[-place]} | ^ @ Rule 1, Line 1"
37.2.5,Proto-Crow-Hidatsa-Lʲ,ʲ,"{L,Lʲ} > r | ^ @ Rule 1, Line 1"
37.2.6.1,Kansa-r-Lʲ,ʲ,"r {L,Lʲ} > d j / #_ | ^ @ Rule 1, Line 1"
38.1.1.3,Central-Tai-tr,_,"tr > {tʰ_,tʰr_} | ^ @ Rule 1, Line 1"
38.1.1.4.2,Po-Ai-ua~u@̯,@,"{ua,u@̯} > u:[+long] | ^ @ Rule 1, Line 1"
44.2,Basque-Vn,//,"Vn > ṽ / _# (seems to have been reverted in most dialects // for Pouletin) | ^^ @ Rule 1, Line 1"
44.2,Basque-o,,"o > u / _n{C,#} (Pouletin | ^ @ Rule 1, Line 1"
44.2,Basque-a_3,,"a > ∅ / V_# (Guipuscoan | ^ @ Rule 1, Line 1"
