section_index,rule_id,error_token,rule
35.1.8,Lummi-Northern-Straits-a1~i1,,"{a1,i1} > ə1 | ^ @ Rule 1, Line 1"
35.1.8,Lummi-Northern-Straits-i3~e3,,"{i3,e3} > ə3 | ^ @ Rule 1, Line 1"
35.1.8,Lummi-Northern-Straits-i3~ə1,,"{i3,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.8,Lummi-Northern-Straits-i1~ə1,,"{i1,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-V3h,,"V3h > {V3,V3:[+long]} / _C | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-a1,,"a1 > ə1 | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-a3~ə3,,"{a3,ə3} > {ə3,e3} | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-a3~i3,,"{a3,i3} > ə3 | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-a1~i1,,"{a1,i1} > ə1 | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-i3~e3,,"{i3,e3} > {ə3,i3} | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-i3~ə1,,"{i3,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.9,Saanich-Northern-Straits-i1~ə1,,"{i1,ə1} > {ə1,i1} | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-V3h,,"V3h > V3:[+long] / _C | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-a1,,"a1 > ə1 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-u3~ə3,,"{u3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-a3~ə3,,"{a3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-a3~i3,,"{a3,i3} > ə3 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-a1~i1,,"{a1,i1} > {ə1,e1} | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-i3~e3,,"{i3,e3} > ə3 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-i3~ə1,,"{i3,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.10,Songish-Northern-Straits-i1~ə1,,"{i1,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-a3_2,,"a3 > e3 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-a1,,"a1 > ə1 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-u3~ə3,,"{u3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-a3~ə3,,"{a3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-a3~i3,,"{a3,i3} > ə3 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-a1~i1,,"{a1,i1} > ə1 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-i3~e3,,"{i3,e3} > ə3 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-i3~ə1,,"{i3,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.11,Sooke-Northern-Straits-i1~ə1,,"{i1,ə1} > ə1 | ^ @ Rule 1, Line 1"
35.1.12,Pentlatch-a3~ə3,,"{a3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.12,Pentlatch-a1~i1,,"{a1,i1} > {i1,ə1} | ^ @ Rule 1, Line 1"
35.1.12,Pentlatch-i3~e3,,"{i3,e3} > {ə3,i3} | ^ @ Rule 1, Line 1"
35.1.12,Pentlatch-i3~ə1,,"{i3,ə1} > i3 | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-u3~ə3,,"{u3,ə3} > u3 | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-a3~ə3,,"{a3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-a3~i3,,"{a3,i3} > i3 | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-a1~i1,,"{a1,i1} > {i1,ə1} | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-i3~e3,,"{i3,e3} > {ə3,i3} | ^ @ Rule 1, Line 1"
35.1.13,Sechelt-i3~ə1,,"{i3,ə1} > i3 | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-u3~ə3,,"{u3,ə3} > ə3 | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-a3~ə3,,"{a3,ə3} > {a3,ə3} | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-a3~i3,,"{a3,i3} > i3 | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-a1~i1,,"{a1,i1} > i1 | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-i3~e3,,"{i3,e3} > {ə3,i3} | ^ @ Rule 1, Line 1"
35.1.14,Sqamish-i3~ə1,,"{i3,ə1} > i3 | ^ @ Rule 1, Line 1"
35.1.15,Twana-a3~ə3,,"{a3,ə3} > {ə3,a3} | ^ @ Rule 1, Line 1"
35.1.15,Twana-a3~i3,,"{a3,i3} > a3 | ^ @ Rule 1, Line 1"
35.1.15,Twana-a1~i1,,"{a1,i1} > {i1,ə1} | ^ @ Rule 1, Line 1"
35.1.15,Twana-i3~e3,,"{i3,e3} > {i3,ə3} | ^ @ Rule 1, Line 1"
35.1.15,Twana-i3~ə1,,"{i3,ə1} > {i3,i1} | ^ @ Rule 1, Line 1"
35.1.15,Twana-i1~ə1,,"{i1,ə1} > i1 | ^ @ Rule 1, Line 1"
36.3.3.1,"Amdo-dialects-d,ɡ,s,l,r",,"{d,ɡ,s,l,r} > {h,r} / #_ | ^^^^^^^^^^^ ^^^^^ @ Rule 1, Line 1"
37.2.6.1,Kansa-V,,"V > V[+nas] / N_ | ^^^^^^ @ Rule 1, Line 1"
42.1.2,Livonian-∅,,"∅ > ʔ / :{CV_CV,V_CV}: | ^^^^^^^^^^^^^^ @ Rule 1, Line 1"
44.2,Basque-S,,"P > P[+voice] / #_ | ^^^^^^^^ @ Rule 1, Line 1"
