section_index,section_name,rule_id,alt_idx,source,ok,failure_class,error_token,suggested,expected,description
6.1.1,Proto-Omotic to North Omotic,North-Omotic-e-o_3,,index_diachronica_original.html:979,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-e-o_4,,index_diachronica_original.html:980,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-e-o_5,,index_diachronica_original.html:981,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-a,,index_diachronica_original.html:982,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-eː,,index_diachronica_original.html:983,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-Cw,,index_diachronica_original.html:984,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-Vː,,index_diachronica_original.html:985,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-u,,index_diachronica_original.html:986,1,,,,,
6.1.1,Proto-Omotic to North Omotic,North-Omotic-N,,index_diachronica_original.html:988,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-x1,,index_diachronica_original.html:993,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-x2,,index_diachronica_original.html:994,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-x2-s3,,index_diachronica_original.html:995,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-tʃ,,index_diachronica_original.html:996,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-sx,,index_diachronica_original.html:997,1,,,,,
6.1.1.1,North Omotic to Bench,"Bench-ʔ,hx",,index_diachronica_original.html:998,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-l,,index_diachronica_original.html:999,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-l_2,,index_diachronica_original.html:1000,1,,,,,
6.1.1.1,North Omotic to Bench,Bench-dʼ,,index_diachronica_original.html:1001,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-pʼ,,index_diachronica_original.html:1006,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-z,,index_diachronica_original.html:1007,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-tsʼ,,index_diachronica_original.html:1008,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-x1,,index_diachronica_original.html:1009,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-x2,,index_diachronica_original.html:1010,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-x2_2,,index_diachronica_original.html:1011,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-ʒ,0,index_diachronica_original.html:1012,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-ʒ,1,index_diachronica_original.html:1012,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-ts,,index_diachronica_original.html:1013,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-sx,,index_diachronica_original.html:1014,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-s1,,index_diachronica_original.html:1015,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-ʔ,,index_diachronica_original.html:1016,1,,,,,
6.1.1.2,North Omotic to Dizin,"Dizin-h1,h2",,index_diachronica_original.html:1017,1,,,,,
6.1.1.2,North Omotic to Dizin,Dizin-dʼ,,index_diachronica_original.html:1018,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-b,,index_diachronica_original.html:1023,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-p,,index_diachronica_original.html:1024,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-z-zː,,index_diachronica_original.html:1025,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-s,,index_diachronica_original.html:1026,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-tsʼ,,index_diachronica_original.html:1027,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-x1,,index_diachronica_original.html:1028,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-x2,,index_diachronica_original.html:1029,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-x2_2,,index_diachronica_original.html:1030,1,,,,,
6.1.1.3,North Omotic to Kafa,"Kafa-s3,ʒ",,index_diachronica_original.html:1031,1,,,,,
6.1.1.3,North Omotic to Kafa,"Kafa-ts,ʒ",,index_diachronica_original.html:1032,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-s3,,index_diachronica_original.html:1033,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-s3_2,,index_diachronica_original.html:1034,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-tsʼ_2,,index_diachronica_original.html:1035,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-ɲ,,index_diachronica_original.html:1036,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-h2,,index_diachronica_original.html:1037,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-l,,index_diachronica_original.html:1038,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-l_2,,index_diachronica_original.html:1039,1,,,,,
6.1.1.3,North Omotic to Kafa,Kafa-dʼ,,index_diachronica_original.html:1040,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-b,,index_diachronica_original.html:1045,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-p,,index_diachronica_original.html:1046,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-z,,index_diachronica_original.html:1047,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-z_2,,index_diachronica_original.html:1048,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-x1,,index_diachronica_original.html:1049,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-x2,,index_diachronica_original.html:1050,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-x2_2,,index_diachronica_original.html:1051,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-ts-tsː,,index_diachronica_original.html:1052,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-sx,,index_diachronica_original.html:1053,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-tsʼ,,index_diachronica_original.html:1054,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-tsʼ_2,,index_diachronica_original.html:1055,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-ɲ,,index_diachronica_original.html:1056,1,,,,,
6.1.1.4,North Omotic to Maale,Maale-h2,,index_diachronica_original.html:1057,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-b,,index_diachronica_original.html:1062,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-pʼ,,index_diachronica_original.html:1063,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-pʼ_2,,index_diachronica_original.html:1064,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-z,,index_diachronica_original.html:1065,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-z_2,,index_diachronica_original.html:1066,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-zː,,index_diachronica_original.html:1067,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s,,index_diachronica_original.html:1068,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-tsʼ,,index_diachronica_original.html:1069,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-x1,,index_diachronica_original.html:1070,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-x2,,index_diachronica_original.html:1071,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-ʒ,,index_diachronica_original.html:1072,1,,,,,
6.1.1.5,North Omotic to Shekkacho,"Shekkacho-s3,ts,ʒ",,index_diachronica_original.html:1073,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-ts,,index_diachronica_original.html:1074,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s3,,index_diachronica_original.html:1075,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s3_2,,index_diachronica_original.html:1076,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2,,index_diachronica_original.html:1077,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2_2,0,index_diachronica_original.html:1078,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-s2_2,1,index_diachronica_original.html:1078,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h1,0,index_diachronica_original.html:1079,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h1,1,index_diachronica_original.html:1079,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-h2,,index_diachronica_original.html:1080,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-l,,index_diachronica_original.html:1081,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-l_2,,index_diachronica_original.html:1082,1,,,,,
6.1.1.5,North Omotic to Shekkacho,Shekkacho-dʼ,,index_diachronica_original.html:1083,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-b,,index_diachronica_original.html:1088,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-p,,index_diachronica_original.html:1089,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x1,,index_diachronica_original.html:1090,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x2,,index_diachronica_original.html:1091,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-x2-s3,,index_diachronica_original.html:1092,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s,,index_diachronica_original.html:1093,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s1,,index_diachronica_original.html:1094,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-s2,,index_diachronica_original.html:1095,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-ɲ,,index_diachronica_original.html:1096,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-l,,index_diachronica_original.html:1097,1,,,,,
6.1.1.6,North Omotic to Wolaytta,Wolaytta-dʼ,,index_diachronica_original.html:1098,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-b,,index_diachronica_original.html:1103,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-p,,index_diachronica_original.html:1104,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-pʼ,,index_diachronica_original.html:1105,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-z,,index_diachronica_original.html:1106,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-x1,,index_diachronica_original.html:1107,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-x2,,index_diachronica_original.html:1108,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-x2_2,,index_diachronica_original.html:1109,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-kʼ,,index_diachronica_original.html:1110,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-tʃ-ʒ,,index_diachronica_original.html:1111,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-ts,,index_diachronica_original.html:1112,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-sx,,index_diachronica_original.html:1113,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-tʃʼ,,index_diachronica_original.html:1114,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-ɲ,,index_diachronica_original.html:1115,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-h1,0,index_diachronica_original.html:1116,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-h1,1,index_diachronica_original.html:1116,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-h2,,index_diachronica_original.html:1117,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-l,,index_diachronica_original.html:1118,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-dʼ,,index_diachronica_original.html:1119,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-r,0,index_diachronica_original.html:1120,1,,,,,
6.1.1.7,North Omotic to Yemsa,Yemsa-r,1,index_diachronica_original.html:1120,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-b,,index_diachronica_original.html:1125,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-pʼ,,index_diachronica_original.html:1126,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-z,,index_diachronica_original.html:1127,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ,,index_diachronica_original.html:1128,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x1,,index_diachronica_original.html:1129,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2,,index_diachronica_original.html:1130,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2_2,,index_diachronica_original.html:1131,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x2_3,,index_diachronica_original.html:1132,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-x3,,index_diachronica_original.html:1133,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsː,,index_diachronica_original.html:1134,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,"Zayse-Zergulla-s1,s3",,index_diachronica_original.html:1135,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-s2,,index_diachronica_original.html:1136,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ_2,0,index_diachronica_original.html:1137,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-tsʼ_2,1,index_diachronica_original.html:1137,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-ɲ,,index_diachronica_original.html:1138,1,,,,,
6.1.1.8,North Omotic to Zayse-Zergulla,Zayse-Zergulla-l,,index_diachronica_original.html:1139,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-pʼ,,index_diachronica_original.html:1147,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-z,0,index_diachronica_original.html:1148,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-z,1,index_diachronica_original.html:1148,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-kʼ,,index_diachronica_original.html:1150,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-tʃ,,index_diachronica_original.html:1151,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-s1-s2-s3,,index_diachronica_original.html:1152,1,,,,,
6.1.2.1,South Omotic to Aari,Aari-h1,,index_diachronica_original.html:1153,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-p,,index_diachronica_original.html:1158,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-z,0,index_diachronica_original.html:1159,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-z,1,index_diachronica_original.html:1159,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-kʼ,,index_diachronica_original.html:1160,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-tʃ,,index_diachronica_original.html:1161,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-ts,,index_diachronica_original.html:1162,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-s1,,index_diachronica_original.html:1163,1,,,,,
6.1.2.2,South Omotic to Dime,Dime-s2-s3,,index_diachronica_original.html:1164,1,,,,,
6.2,Proto-Afro-Asiatic to Proto-Erythrean,Proto-Erythrean-tʃ-dʒ,,index_diachronica_original.html:1169,1,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-b,,index_diachronica_original.html:1174,1,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-ɡ,,index_diachronica_original.html:1175,1,,,,,
6.2.1,Proto-Erythrean to Proto-Cushitic,Proto-Cushitic-ɣ,,index_diachronica_original.html:1176,1,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,"Awngi-x,ɢʷ",,index_diachronica_original.html:1185,1,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-z-dz-ɡ,,index_diachronica_original.html:1186,1,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,"Awngi-x,ɢʷ_2",,index_diachronica_original.html:1187,1,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-kʼ-kʷʼ,,index_diachronica_original.html:1188,1,,,,,
6.2.1.1.1,Proto-Agaw to Awngi,Awngi-ʔ,,index_diachronica_original.html:1189,1,,,,,
6.2.1.1.2,Proto-Agaw to Blin,"Blin-x,ɢʷ",,index_diachronica_original.html:1195,1,,,,,
6.2.1.1.2,Proto-Agaw to Blin,Blin-ɢʷ,,index_diachronica_original.html:1196,1,,,,,
6.2.1.1.2,Proto-Agaw to Blin,"Blin-ts,tʃ-z-dz",,index_diachronica_original.html:1197,1,,,,,
6.2.1.1.2,Proto-Agaw to Blin,Blin-t,,index_diachronica_original.html:1198,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,"Kemantney-x,ɢʷ",,index_diachronica_original.html:1204,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-x,,index_diachronica_original.html:1205,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-xʷ-ɢʷ,,index_diachronica_original.html:1206,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,"Kemantney-ts,tʃ-dz",,index_diachronica_original.html:1207,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-t,,index_diachronica_original.html:1208,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-kʼ,,index_diachronica_original.html:1209,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-kʷʼ,,index_diachronica_original.html:1210,1,,,,,
6.2.1.1.3,Proto-Agaw to Kemantney,Kemantney-ʔ,,index_diachronica_original.html:1211,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-x,ɢ",,index_diachronica_original.html:1217,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-xʷ,ɢʷ",,index_diachronica_original.html:1218,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,"Xamtanga-xʷ,ɢʷ_2",,index_diachronica_original.html:1219,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-ts-tʃ-dz,,index_diachronica_original.html:1220,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-k,1,index_diachronica_original.html:1221,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ,0,index_diachronica_original.html:1222,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ,1,index_diachronica_original.html:1222,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-kʼ_2,,index_diachronica_original.html:1223,1,,,,,
6.2.1.1.4,Proto-Agaw to Xamtanga,Xamtanga-ʔ,,index_diachronica_original.html:1224,1,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,"Proto-North-Erythrean-Vj,w",,index_diachronica_original.html:1229,1,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-eː-oː,,index_diachronica_original.html:1230,1,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,"Proto-North-Erythrean-e,o-i,u",,index_diachronica_original.html:1231,1,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-$VC$,,index_diachronica_original.html:1232,1,,,,,
6.2.2,Proto-Erythrean to Proto-North Erythrean,Proto-North-Erythrean-in,,index_diachronica_original.html:1233,1,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,Proto-Chadic-aː,,index_diachronica_original.html:1238,1,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,Proto-Chadic-ħ-ʕ,,index_diachronica_original.html:1239,1,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,"Proto-Chadic-ts-dz-t,tsʼ-tʃʼ",,index_diachronica_original.html:1240,1,,,,,
6.2.2.1,Proto-North Erythrean to Proto-Chadic,Proto-Chadic-ŋ,,index_diachronica_original.html:1241,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,Proto-Boreafrasian-sʼ,,index_diachronica_original.html:1246,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,Proto-Boreafrasian-h,,index_diachronica_original.html:1247,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,Proto-Boreafrasian-z,,index_diachronica_original.html:1248,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,"Proto-Boreafrasian-ɲ,ŋw",,index_diachronica_original.html:1249,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,Proto-Boreafrasian-V,,index_diachronica_original.html:1250,1,,,,,
6.2.2.1.1,Proto-North Erythrean to Proto-Boreafrasian,Proto-Boreafrasian-ŋ,,index_diachronica_original.html:1251,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ə,,index_diachronica_original.html:1256,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-h,,index_diachronica_original.html:1257,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-l,,index_diachronica_original.html:1258,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ɬ,,index_diachronica_original.html:1259,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,"Egypto-Berber-ʃ,ts,z-dz-tʃ-tʼ,tʃʼ-dʒ",,index_diachronica_original.html:1260,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-f,,index_diachronica_original.html:1261,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-pʼ,,index_diachronica_original.html:1262,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-p,,index_diachronica_original.html:1263,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-xw,,index_diachronica_original.html:1264,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-k,,index_diachronica_original.html:1265,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ɡwVq,,index_diachronica_original.html:1267,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-kw,,index_diachronica_original.html:1268,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ɡw,,index_diachronica_original.html:1269,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-xV,,index_diachronica_original.html:1270,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-Kʷ,,index_diachronica_original.html:1271,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-q,,index_diachronica_original.html:1272,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-q_2,,index_diachronica_original.html:1273,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ʕ,,index_diachronica_original.html:1274,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-qu,,index_diachronica_original.html:1275,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ʔ,,index_diachronica_original.html:1276,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,"Egypto-Berber-h,ħ,q",,index_diachronica_original.html:1277,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-q_3,,index_diachronica_original.html:1278,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,"Egypto-Berber-h,ħ",,index_diachronica_original.html:1279,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-q_4,,index_diachronica_original.html:1280,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-qh,,index_diachronica_original.html:1281,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-ɣ,,index_diachronica_original.html:1282,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-tlʼ,,index_diachronica_original.html:1283,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-O+lateral,,index_diachronica_original.html:1284,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-r,,index_diachronica_original.html:1285,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-l_2,,index_diachronica_original.html:1287,1,,,,,
6.2.2.1.2,Proto-Boreafrasian to Egypto-Berber,Egypto-Berber-l_3,,index_diachronica_original.html:1288,1,,,,,
