section_index,section_name,rule_id,alt_idx,source,ok,failure_class,error_token,suggested,expected,description
10.3.2,Proto-Oceanic to Hiw,Hiw-”V+-higher,,index_diachronica_original.html:3118,False,syntax_other,,,,"Syntax Error: Feature 'er' has no modifier | V:[+stress][+ high(er)] > ∅ / _CV | ^^ @ Rule 1, Line 1"
10.3.3,Proto-Oceanic to Lemerig,Lemerig-—-aCa,,index_diachronica_original.html:3148,False,panic_other,,,,thread panicked at src/rule/subrule/substitution.rs
10.3.5.3,Proto-New Caledonia to Nemi-Pije-Fwai,Nemi-Pije-Fwai-ONV,,index_diachronica_original.html:3236,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | ONV > C:[+labial][+spread]ṽ / C:[+labial]ije and Fwai | ^ @ Rule 1, Line 1"
10.3.5.3,Proto-New Caledonia to Nemi-Pije-Fwai,Nemi-Pije-Fwai-f,,index_diachronica_original.html:3237,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | f > ɸ / C:[+labial]ije and Fwai | ^ @ Rule 1, Line 1"
10.3.5.4.1,Proto-Northern to Nixumwak-Nêlêmwa,Nixumwak-Nêlêmwa-V,,index_diachronica_original.html:3251,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | V > ∅ / _#, often | ^ @ Rule 1, Line 1"
10.3.5.4.1,Proto-Northern to Nixumwak-Nêlêmwa,Nixumwak-Nêlêmwa-pwʰ-pʰ-tʰ-kʰ,,index_diachronica_original.html:3265,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | pʷʰ pʰ tʰ kʰ > fw f r:[+spread,+voice] x / Nelemwa | ^ @ Rule 1, Line 1"
10.3.7,Proto-Oceanic to Shark Bay,Shark-Bay-V,,index_diachronica_original.html:3410,False,expected_number,j,,number,"Syntax Error: Expected number, but received j | V > e / C_# // C = j | ^ @ Rule 1, Line 1"
10.3.8,Proto-Oceanic to Tolomako,Tolomako-m-b,,index_diachronica_original.html:3424,False,unknown_character,̼,,,"Syntax Error: Unknown character '̼' | m b > n̼ t̼ / _{a,e,i} | ^ @ Rule 1, Line 1"
10.3.9.3,Proto-Utupua to Tanibili,"Tanibili-r,l",,index_diachronica_original.html:3481,False,empty_io_panic,,,,"Syntax Error: The output of a deletion rule must only contain `*` or `∅` | l > ∅?) | ^ @ Rule 1, Line 2"
10.3.11.1,Proto-Southern Vanuatu to Anejom,Anejom-C,,index_diachronica_original.html:3548,False,expected_number,t,,number,"Syntax Error: Expected number, but received t | C > ∅ / _# // C = t | ^ @ Rule 1, Line 1"
10.3.11.3,Proto-Southern Vanuatu to Proto-Tanna,Proto-Tanna-s-c-*J,,index_diachronica_original.html:3632,False,prose_or_expected_arrow,,,,"Syntax Error: Expected '>', '->' or '=>', but received '*' | s c *{L,G} > {h,z} {s,z} z | ^ @ Rule 1, Line 1"
10.4.1,Proto-Micronesian to Marshallese,"Marshallese-ç,s-x",,index_diachronica_original.html:3770,False,unknown_character,ᵚ,,,"Syntax Error: Unknown character 'ᵚ' | {ç,s} x > tᵚ | ^ @ Rule 1, Line 1"
10.5,Proto-Austronesian to Proto-Ongan,"Proto-Ongan-c,*C,s,*S",,index_diachronica_original.html:3782,False,expected_ipa,*,,IPA character,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '*' | {c,*C,s,*P} > c | ^ @ Rule 1, Line 1"
10.5,Proto-Austronesian to Proto-Ongan,Proto-Ongan-ɟ-ɡ-*N-*R,,index_diachronica_original.html:3785,False,prose_or_expected_arrow,,,,"Syntax Error: Expected '>', '->' or '=>', but received '*' | ɟ ɡ *N [+son,-syll] > {ɟ,j} {ɟ,ɡ} {l,j} {l,r} | ^ @ Rule 1, Line 1"
10.5.1,Proto-Ongan to Jarawa,Jarawa-∅,,index_diachronica_original.html:3798,False,segments_before_word,,,,"Syntax Error: Cannot have segments before the beginning of a word | ∅ > a / h#_ | ^ @ Rule 1, Line 1"
10.7,Proto-Austronesian to Proto-Rukai,"Proto-Rukai-t1,c-d1,z-d3",,index_diachronica_original.html:3849,False,unknown_character,₁,,,"Syntax Error: Unknown character '₁' | {t₁,c} {d₁,z} d₃ > t d ɖ | ^ @ Rule 1, Line 1"
10.7,Proto-Austronesian to Proto-Rukai,Proto-Rukai-S1-s-d2-*C,,index_diachronica_original.html:3851,False,unknown_character,₂,,,"Syntax Error: Unknown character '₂' | S=1 s d₂ *C > s θ ð ts | ^ @ Rule 1, Line 1"
10.8,Proto-Austronesian to Proto-Tsouic,"Proto-Tsouic-*C,d-j-*R",,index_diachronica_original.html:3863,False,expected_ipa,*,,IPA character,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '*' | {*C,d} j [+son,-syll] > c z r | ^ @ Rule 1, Line 1"
11.5.1,Proto-Lezgic to Agul,Agul-tɬ-tɬː-tɬʼ-tɬːʼ-dɮ,,index_diachronica_original.html:3967,False,expected_ipa,",",,IPA character,"Syntax Error: Expected an IPA character, Primative or Matrix, but received ',' | tɬ tɬ:[+long] tɬ:[+cg] tɬ:[+long,+cg] dɮ > xʲ x k:[+cg] k:[+long] {,j,xʲ} | ^ @ Rule 1, Line 1"
11.5.6,Proto-Lezgic to Udi,Udi-q-qʼ-qːʼ-ɢ,,index_diachronica_original.html:4027,False,empty_io_panic,,,,"Syntax Error: The output of a deletion rule must only contain `*` or `∅` | q q:[+cg] q:[+long,+cg] ɢ > ∅ q:[+cg] ɣ | ^ @ Rule 1, Line 1"
12.1,Proto-Northwest Caucasian to Proto-Abazgi,"Proto-Abazgi-pʷ,pʲ-pʲː,bˤ-bʷ-pʷʲ-bʷʲ",,index_diachronica_original.html:4110,False,unknown_character,ː,,,"Syntax Error: Unknown character 'ː' | {pʷ,pʲ} {pː,pʲː,bˤ} bʷ pʷʲ bʷʲ > p b f tsʲ dzʲ | ^ @ Rule 1, Line 1"
12.1,Proto-Northwest Caucasian to Proto-Abazgi,Proto-Abazgi-qʷʲʼ,,index_diachronica_original.html:4146,False,missing_slash_output_env,(,,end of line,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | qʷʲ:[+cg] > ʕʷ (qʷ:[+cg]?) | ^ @ Rule 1, Line 1"
12.1,Proto-Northwest Caucasian to Proto-Abazgi,Proto-Abazgi-qˤʷ-qˤʷː-qˤʷʼ-χˤʷ-ʁˤʷ,,index_diachronica_original.html:4152,False,missing_slash_output_env,(,,end of line,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | qˤʷ qˤʷ:[+long] qˤʷ:[+cg] χˤʷ ʁˤʷ > ħʷ ʕʷ {qʷ:[+cg],qʷ} ħʷ (ħʷ?) | ^ @ Rule 1, Line 1"
12.1.2,Proto-Abazgi to Tapanta Abaza,Tapanta-Abaza-tɕʷʼ-dʑʷ,,index_diachronica_original.html:4168,False,nested_brackets,,,,"Syntax Error: Cannot have nested brackets of the same type | {tɕʷ:[+cg],tɕʷ} dʑʷ > {{tɕ:[+cg],tɕ},{tɕʷ:[+cg],tɕʷ},tʃʷ:[+cg],tʃʷ} {dʑ,dʑʷ,dʒʷ} | ^ @ Rule 1, Line 1"
12.1.2,Proto-Abazgi to Tapanta Abaza,"Tapanta-Abaza-tʷʼ,dʷ",,index_diachronica_original.html:4171,False,nested_brackets,,,,"Syntax Error: Cannot have nested brackets of the same type | {tʷ:[+cg],tʷ,dʷ} > {{tɕ:[+cg],tɕ},{tɕʷ:[+cg],tɕʷ},{tʃ:[+cg],tʃ},{tʃʷ:[+cg],tʃʷ}} {dʒ,dʒʷ,dʑ,dʑʷ} | ^ @ Rule 1, Line 1"
12.2,Proto-Northwest Caucasian to Proto-Circassian,"Proto-Circassian-qʲʷː-qʲʷ-ɢʲʷ,ʁʲʷ-χʲʷ",,index_diachronica_original.html:4265,False,prose_or_expected_arrow,,,,"Syntax Error: Expected '>', '->' or '=>', but received '}' | qʲʷ:[+long] qʲʷ ɢʲʷ,ʁʲʷ} χʲʷ > qʷ:[+long] ʔʷ ʁʷ χʷ | ^ @ Rule 1, Line 1"
12.3,Proto-Northwest Caucasian to Ubykh,Ubykh-tʷː-tʷʲʼ,,index_diachronica_original.html:4379,False,unknown_character,ː,,,"Syntax Error: Unknown character 'ː' | {tː,tʷː} tʷʲ:[+cg] > {t,tʷ} tʷ:[+cg] | ^ @ Rule 1, Line 1"
12.3,Proto-Northwest Caucasian to Ubykh,Ubykh-tsʲː-tsʷː-dzʲ,,index_diachronica_original.html:4383,False,unknown_character,ː,,,"Syntax Error: Unknown character 'ː' | {tsː,tsʲː} tsʷ:[+long] dzʲ > ts tsʷ dz | ^ @ Rule 1, Line 1"
13.1,Proto-Chumash to Barbareño,Barbareño-R-glottalizedVˀR,,index_diachronica_original.html:4437,False,prose_or_expected_arrow,,,,"Syntax Error: Expected '>', '->' or '=>', but received 'ˀ' | [+son,-syll][+place]Vˀ[+son,-syll] > ˀ[+son,-syll]V[+son,-syll][+place] / _$ | ^ @ Rule 1, Line 1"
13.1,Proto-Chumash to Barbareño,Barbareño-R-glottalizedVOʼ,,index_diachronica_original.html:4438,False,unknown_feature,ejective,contin,,"Syntax Error: Unknown feature 'ejective'. Did you mean contin? | [+son,-syll][+place]VO:[+cg] > ˀ[+son,-syll]VO[- ejective] / _$ | ^^^^^^^^^^ @ Rule 1, Line 1"
13.3,Proto-Chumash to Inseño,Inseño-ˀN-ˀw,,index_diachronica_original.html:4449,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀN ˀw > N w | ^ @ Rule 1, Line 1"
13.4,Proto-Chumash to Obispeño,"Obispeño-ˀm,ˀn",0,index_diachronica_original.html:4456,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀm > ∅ | ^ @ Rule 1, Line 1"
13.4,Proto-Chumash to Obispeño,"Obispeño-ˀm,ˀn",1,index_diachronica_original.html:4456,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀn > ʔ | ^ @ Rule 1, Line 1"
13.4,Proto-Chumash to Obispeño,Obispeño-ˀw,,index_diachronica_original.html:4457,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀw > w | ^ @ Rule 1, Line 1"
13.4,Proto-Chumash to Obispeño,Obispeño-ˀj,,index_diachronica_original.html:4458,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀj > ∅ | ^ @ Rule 1, Line 1"
13.5,Proto-Chumash to Purisimeño,Purisimeño-ˀj,,index_diachronica_original.html:4463,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀj > ∅ | ^ @ Rule 1, Line 1"
13.6,Proto-Chumash to Ventureño,Ventureño-ˀm-ˀn-ˀl-ˀj,,index_diachronica_original.html:4471,False,floating_diacritic,,,,"Syntax Error: Floating diacritic. Diacritics can only be used to modify IPA Segments | ˀm ˀn ˀl ˀj > m n l j | ^ @ Rule 1, Line 1"
14.2,Proto-Elamo-Dravidian to Achaemanid Elamite,Achaemanid-Elamite-r̀,,index_diachronica_original.html:4526,False,unknown_character,̀,,,"Syntax Error: Unknown character '̀' | r̀ > r / V_{V,C} | ^ @ Rule 1, Line 1"
14.2,Proto-Elamo-Dravidian to Achaemanid Elamite,Achaemanid-Elamite-ŕ,,index_diachronica_original.html:4527,False,unknown_character,ŕ,,,"Syntax Error: Unknown character 'ŕ' | ŕ > r:[+long] / V_V | ^ @ Rule 1, Line 1"
14.2,Proto-Elamo-Dravidian to Achaemanid Elamite,Achaemanid-Elamite-nr̀,,index_diachronica_original.html:4528,False,unknown_character,̀,,,"Syntax Error: Unknown character '̀' | nr̀ > nr | ^ @ Rule 1, Line 1"
14.3.1,Standard Tamil to Colloquial Tamil,Colloquial-Tamil-l-ɭ,,index_diachronica_original.html:4548,False,stuff_after_word_bound,,,,"Syntax Error: Cannot have segments after the end of a word | l ɭ > l:[+long]ʉ ɭ:[+long]ʉ / _#(C)V[-long] | ^ @ Rule 1, Line 1"
14.3.1,Standard Tamil to Colloquial Tamil,Colloquial-Tamil-∅_2,,index_diachronica_original.html:4549,False,unknown_grouping,M,,,"Syntax Error: Unknown grouping 'M'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | ∅ > ʉ / {l,ɭ}_# if {M,V:[+long]} previously in the lexeme | ^ @ Rule 1, Line 1"
14.3.1,Standard Tamil to Colloquial Tamil,Colloquial-Tamil-∅_3,0,index_diachronica_original.html:4555,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | ∅ > ɨ / to break up clusters | ^ @ Rule 1, Line 1"
14.3.1,Standard Tamil to Colloquial Tamil,Colloquial-Tamil-∅_3,1,index_diachronica_original.html:4555,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | ∅ > ʉ / to break up clusters | ^ @ Rule 1, Line 1"
14.3.1,Standard Tamil to Colloquial Tamil,Colloquial-Tamil-iː-eː,,index_diachronica_original.html:4557,False,unknown_character,̣,,,"Syntax Error: Unknown character '̣' | {i,i:[+long]} {e,e:[+long]} > {u,u:[+long]} {o,o:[+long]} / {m,v,p}_C̣ | ^ @ Rule 1, Line 1"
15.2.2,Proto-Eskimo to Greenlandic Iñupiaq,Greenlandic-Iñupiaq-Cː,,index_diachronica_original.html:4650,False,unknown_character,₁,,,"Syntax Error: Unknown character '₁' | C:[+long] > C // when CV_V in U₁U₂ | ^ @ Rule 1, Line 1"
15.2.2,Proto-Eskimo to Greenlandic Iñupiaq,"Greenlandic-Iñupiaq-m-n-ŋ-t-ɣ,ʁ«",,index_diachronica_original.html:4654,False,nested_brackets,,,,"Syntax Error: Cannot have nested brackets of the same type | m n ŋ t {{ɣ,ʁ} > {k,q}} / _# | ^ @ Rule 1, Line 1"
15.2.2,Proto-Eskimo to Greenlandic Iñupiaq,Greenlandic-Iñupiaq-lʁ,,index_diachronica_original.html:4661,False,syntax_other,,,,"Syntax Error: Output cannot be empty. Use `*` or '∅' to indicate deletion | Pome metathesis in consonant clusters, the conditions of which are not elaborated upon > | ^ @ Rule 1, Line 1"
15.2.5,Proto-Eskimo to Kuskokwim Yup’ik,Kuskokwim-Yup’ik-i-a-u,,index_diachronica_original.html:4728,False,unknown_feature,initial,nasal,,"Syntax Error: Unknown feature 'initial'. Did you mean nasal? | i a u > ii aa uu / C_ in %[+lo -initial -final] such that %[+lo]_ | ^^^^^^^^^ @ Rule 1, Line 1"
15.2.6,Proto-Eskimo to Nunivak Yup’ik,Nunivak-Yup’ik-i-a-u,,index_diachronica_original.html:4758,False,unknown_feature,initial,nasal,,"Syntax Error: Unknown feature 'initial'. Did you mean nasal? | i a u > ii aa uu / C_ in %[+lo -initial -final] such that %[+lo]_ | ^^^^^^^^^ @ Rule 1, Line 1"
15.2.7,Proto-Eskimo to Siberian Yup’ik,Siberian-Yup’ik-ə,,index_diachronica_original.html:4778,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | ə > a / | ^ @ Rule 1, Line 1"
15.2.8,Proto-Eskimo to Unaaliq Yup’ik,Unaaliq-Yup’ik-C,,index_diachronica_original.html:4802,False,segments_before_word,,,,"Syntax Error: Cannot have segments before the beginning of a word | C > C:[+long] / _V(..)V, after #% | ^ @ Rule 1, Line 1"
15.2.8,Proto-Eskimo to Unaaliq Yup’ik,Unaaliq-Yup’ik-i-a-u,,index_diachronica_original.html:4815,False,unknown_feature,initial,nasal,,"Syntax Error: Unknown feature 'initial'. Did you mean nasal? | i a u > ii aa uu / C_ in %[+lo -initial -final] such that %[+lo]_ | ^^^^^^^^^ @ Rule 1, Line 1"
17.2,Proto-Indo-European to Common Anatolian,Common-Anatolian-Dʱ,,index_diachronica_original.html:5037,False,prose_or_expected_arrow,,,,"Syntax Error: Expected '>', '->' or '=>', but received ':' | C:[+labial]:[+voice,+spread] > P:[+voice] | ^ @ Rule 1, Line 1"
17.2,Proto-Indo-European to Common Anatolian,Common-Anatolian-T-h2_3,,index_diachronica_original.html:5043,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | P:[-voice] x > P:[+voice] ɣʷ / V:[+stress, +long] | ^ @ Rule 1, Line 1"
17.2,Proto-Indo-European to Common Anatolian,Common-Anatolian-T-h2_4,,index_diachronica_original.html:5044,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | P:[-voice] x > P:[+voice] ɣʷ / G:[+stress] | ^ @ Rule 1, Line 1"
17.2,Proto-Indo-European to Common Anatolian,Common-Anatolian-t,,index_diachronica_original.html:5045,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | t > z / j | ^ @ Rule 1, Line 1"
17.2.1,Common Anatolian to Hittite,Hittite-e_2,,index_diachronica_original.html:5061,False,unknown_feature,posttonic,sonor,,"Syntax Error: Unknown feature 'posttonic'. Did you mean sonor? | e > a / _n in %[+lo +posttonic] | ^^^^^^^^^^ @ Rule 1, Line 1"
17.2.2,Common Anatolian to Luwian,Luwian-V_2,,index_diachronica_original.html:5086,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | V > V:[+long] / #%:[+stress] | ^ @ Rule 1, Line 1"
17.2.5,Common Anatolian to Palaic,Palaic-e,,index_diachronica_original.html:5162,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | e > i / pretonic | ^ @ Rule 1, Line 1"
17.2.5,Common Anatolian to Palaic,Palaic-e_2,,index_diachronica_original.html:5163,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | e > a / posttonic in %[+lo] | ^ @ Rule 1, Line 1"
17.2.5,Common Anatolian to Palaic,Palaic-hhy,,index_diachronica_original.html:5168,False,syntax_other,,,,"Syntax Error: Output cannot be empty. Use `*` or '∅' to indicate deletion | hhy > | ^ @ Rule 1, Line 1"
17.5,Proto-Indo-European to Proto-Celtic,Proto-Celtic-—-∅_2,,index_diachronica_original.html:5477,False,expected_underscore,,,_,"Syntax Error: Expected '_', but received '' | ∅ > i / C{l,r}P | ^ @ Rule 1, Line 1"
17.5,Proto-Indo-European to Proto-Celtic,Proto-Celtic-—-C1C2,,index_diachronica_original.html:5485,False,unknown_character,₂,,,"Syntax Error: Unknown character '₂' | C=1 C=2 > x2 / if C₂ was a plosive or s | ^ @ Rule 1, Line 1"
